Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD009875	Optimizing chromatographic conditions for orbitrap-based MS platforms	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Velos; Q Exactive; LTQ Orbitrap Elite	Zhang et al. (2019)	Laurence Florens	2019-03-04	Technical, Orbitrap, Q Exactive, Fusion Lumos, Quantitative Proteomics, Human, Chromatography, Pearson Product-Moment Correlation Coefficient, Reproducibility, Multidimensional Protein Identification Technology, distrib
PXD012547	EZH1/2 function mostly within canonical PRC2 and exhibit proliferation-dependent redundancy that shapes mutational signatures in cancer	PRIDE	Homo sapiens 	Orbitrap Fusion ETD; Q Exactive	Wassef et al. (2019)	Rapha�l Margueron	2019-03-01	Biomedical, Chromatin, histone, methylation, Polycomb, 
PXD008373	Proteome Landscape of Early Stage Hepatocellular Carcinoma Identifies Proteomic Subtypes and New Therapeutic Targets - Phosphorylation data	PRIDE	Homo sapiens 	Orbitrap Fusion	Jiang et al. (2019)	Fuchu He	2019-03-01	Liver (B/D-HPP), Cancer (B/D-HPP), Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, Hepatocellular Carcinoma, Phosphoproteome, Therapeutic Targets
PXD012370	A folded conformation of MukBEF and Cohesin	PRIDE	Escherichia coli	Orbitrap Fusion Lumos	B�rmann et al. (2019)	Juri Rappsilber	2019-03-01	Biological, crosslinking, MukBEF, cohesin, condensin, kleisin, Structural Maintenance of Chromosomes, SMC proteins, DNA translocation, loop extrusion, 
PXD012377	A folded conformation of MukBEF and Cohesin	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	B�rmann et al. (2019)	Juri Rappsilber	2019-03-01	Biological, crosslinking, MukBEF, cohesin, condensin, kleisin, Structural Maintenance of Chromosomes, SMC proteins, DNA translocation, loop extrusion, 
PXD012155	Spatiotemporal changes of the phagosomal proteome in dendritic cells in response to LPS stimulation	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Pauwels et al. (2019)	Pr Matthias Trost	2019-02-28	Biological, denditric cells, label-free quantification, phagosomes, mass spectrometry, 
PXD008168	FADD is a new protein secreted unconventionally following classical NLRP3 inflammasome activation	PRIDE	Homo sapiens 	Orbitrap Fusion	Mouasni et al. (2019)	L�a Tourneur	2019-02-28	Biological, Biomedical, Orbitrap fusion, human THP1 macrophages, NLRP3 inflammasome, FADD, rheumatoid arthritis, 
PXD006512	Proteome Landscape of Early Stage Hepatocellular Carcinoma Identifies Proteomic Subtypes and New Therapeutic Targets	PRIDE	Homo sapiens 	Orbitrap Fusion	Jiang et al. (2019)	Fuchu He	2019-02-28	Cancer (B/D-HPP), Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, Human, Liver cancer,Proteomics, 
PXD011645	Native alpha synuclein crosslinking	PRIDE	Homo sapiens 	LTQ Orbitrap Velos; Orbitrap Fusion	Dataset with its publication pending	Christoph Borchers	2019-02-27	Alpha synuclein, crosslinking, modelling, 
PXD012193	Glomerular filtrate proteins in acute cardiorenal syndrome	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Wakasaki et al. (2019)	Dr. Michael P. Hutchens	2019-02-27	Biomedical, Mouse model, cardiovascular disease, acute cardiorenal syndrome, urine, quantitative proteomics, isobaric labeling, tandem mass tags, 
PXD009157	Phosphodiesterase beta controls cAMP signalling during malaria parasite erythrocyte invasion	PRIDE	Plasmodium falciparum Mad71/Papua New Guinea, Homo sapiens 	Orbitrap Fusion Lumos	Flueck et al. (2019)	Bram Snijders	2019-02-27	Biological, Malaria, PKA, Phosphoproteomics, Orbitrap, cAMP, TMT, 
PXD012243	An advanced strategy for comprehensive profiling of ADP-ribosylation sites using mass spectrometry-based proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Hendriks, Larsen & Nielsen (2019)	Michael Lund Nielsen	2019-02-26	Biological, ADP-ribosylation, ADPr, PARP, Human, ETD, EThcD, trypsin, LysC, LUMOS, 
PXD011855	Identification of a chondroitin sulfate linkage region trisaccharide	PRIDE	Homo sapiens 	Orbitrap Fusion; LTQ Orbitrap Elite	Persson et al. (2019)	G�ran Larson	2019-02-25	LC-MS, Orbitrap, HCD, negative ionisation mode, glycosaminoglycan, bikunin, chondroitin sulfate, 
PXD011257	Pre-fractionation extends, but creates a bias in the detectable HLA class Ι ligandome	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Demmers, Heck & Wu (2019)	W. Wu	2019-02-25	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, HLA class Ι ligandome, HLA class Ι peptide ligands, high pH reversed phase, strong cation exchan
PXD012560	Chlamydomonas cpl3 mutant proteomics	PRIDE	Chlamydomonas reinhardtii	Orbitrap Fusion Lumos	Li et al. (2019)	Martin Jonikas	2019-02-24	Biological, Chlamydomonas, algae, photosynthesis, LC-MS, TMT labeling, 
PXD010695	Characterization of the Sperm Proteome and Reproductive Outcomes with in Vitro Fertilization after a Reduction in Male Ejaculatory Abstinence Period	PRIDE	Homo sapiens 	Orbitrap Fusion	Shen et al. (2019)	Da Li	2019-02-22	Biological, Biomedical, Sperm, ejaculatory abstinence, proteome, protein modifications, IVF treatment, reproductive outcomes, 
PXD008999	Proteomic analysis of human sclera tissue using high resolution mass spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Mohanty et al. (2019)	T. S. Keshava Prasad	2019-02-21	Biological, Eye proteome, omics technology, protein abundance, tandem mass spectrometry, protein profiling, 
PXD011106	Proteomic analysis of oral keratinocytes chronically exposed to shisha	PRIDE	Homo sapiens 	Orbitrap Fusion	Patil et al. (2019)	Dr. Aditi Chatterjee	2019-02-21	Biomedical, Immune response, in vitro cellular model, interferon pathway, Oxidative stress, Proteomics, 
PXD009108	PPARgamma regulates a cell-to-cell communication program in human methastatic melanoma cells	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive	Pich et al. (2018)	Liliane Michalik	2019-02-18	Biomedical, melanoma, secretome, label-free quantitation, PPAR, rosiglitazone, 
PXD005824	Quantitative proteomic characterization of senile plaques from Alzheimer's disease and non-demented brain	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Xiong, Ge & Ma (2019)	Wei Ge	2019-02-18	Biological, Biomedical, Human, amyloid plaque, senile plaque, Alzheimer's disease, brain, 
PXD011095	Repression of Human Papillomavirus Oncogene Expression under Hypoxia is Mediated by PI3K/mTORC2/AKT Signaling	PRIDE	Homo sapiens 	Orbitrap Fusion	Bossler et al. (2019)	Felix Hoppe-Seyler	2019-02-18	Biomedical, Human, HPV, Hypoxia, quantitative Proteomics, TMT, 
PXD009909	The Comprehensive Mouse Retina Proteome	PRIDE	Mus musculus 	Orbitrap Fusion	Dataset with its publication pending	Jessie J Guidry	2019-02-15	Biological, mouse retina proteome, Swiss-Webster ND4,, 
PXD009981	The Comprehensive Mouse Retina PhosphoProteome	PRIDE	Mus musculus 	Orbitrap Fusion	Harman, Guidry & Gidday (2018)	Jessie Guidry	2019-02-15	Biological, Mouse retina proteome, Swiss-Webster ND4, phosphoproteome, 
PXD011655	Single-cell census of the colonic epithelium reveals goblet cell drivers of barrier breakdown in inflammatory bowel disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Parikh et al. (2019)	Roman Fischer	2019-02-15	Human, Inflammatory Bowel Disease, LC-MS/MS, 
PXD011933	Human pancreatic endocrine cells, LC-MS3	PRIDE	Homo sapiens 	Orbitrap Fusion	Furuyama et al. (2019)	Pedro L. Herrera	2019-02-15	Biological, Human, endocrine cells, TMT 11-plex, LC-MS3, 
PXD011413	Mir-146a wild-type 3ʹ sequence identity is dispensable for proper innate immune function in vivo	PRIDE	Olea europaea (Common olive), Pan troglodytes , Arachis hypogaea , Arabidopsis thaliana (Mouse-ear cress), Candida albicans , Ricinus communis (Castor bean), Halobacterium salinarum, Brassica napus , Acyrthosiphon pisum (Pea aphid), Equus caballus , Mesoc	Orbitrap Fusion Lumos	Saltzman et al. (2018)	Joel Neilson	2019-02-15	Biological, Mir-146a, miRNA, mouse, 
PXD009712	Pacific Ocean metaproteomics, METZYME KM1128	PRIDE	environmental samples	Orbitrap Fusion	Saito et al. (2019)	Makoto Saito	2019-02-15	Metaproteomics, Biological, metaproteomics proteomics oceanography oceanic proteome, 
PXD010603	Proteomic Atlas of the Human Brain in Alzheimer’s Disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	McKetney et al. (2019)	Joshua J Cppm	2019-02-13	Human Brain Proteome Project (HUPO_HBPP) (B/D-HPP), human, brain, Alzheimer's, neurodegeneration, 
PXD011736	Folliculin regulates mTORC1/2 and WNT pathways in early human pluripotency	PRIDE	Homo sapiens 	Orbitrap Fusion	Mathieu et al. (2019)	Hannele Ruohola-Baker	2019-02-13	Biological, Folliculin, mTOR, 
PXD012191	Cx37 Phosphorylation and cell cycle regulation	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Jacobsen et al. (2019)	Paul R. Langlais	2019-02-13	gap junction, Growth arrest, proliferation, cell death, differential phosphorylation, 
PXD012581	Engineered transfer RNAs for suppression of premature termination codons	PRIDE	Escherichia coli, Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Robert Marshall Pope	2019-02-13	Biological, PTC repair, anticodon edited tRNAs, ACE-tRNAs, 
PXD011859	Mitochondrial mutant Caenorhabditis elegans phosphoproteome	PRIDE	Caenorhabditis elegans	Orbitrap Fusion	Gioran et al. (2019)	Daniele Bano	2019-02-13	Biological, Caenorhabditis elegans, mitochondria, mitochondrial deficiency, Complex I, insulin signaling, IIS, metabolism, 
PXD011851	Mitochondrial mutant Caenorhabditis elegans Proteome	PRIDE	Caenorhabditis elegans	Orbitrap Fusion	Gioran et al. (2019)	Daniele Bano	2019-02-13	Biological, Caenorhabditis elegans, mitochondria, mitochondrial deficiency, Complex I, insulin signaling, IIS, metabolism, 
PXD010154	A deep proteome and transcriptome abundance atlas of 29 healthy human tissues	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive HF; Q Exactive Plus	Wang et al. (2019)	Bernhard K�ster	2019-02-13	Biological, human proteome, 
PXD010939	Univariate and classification analysis reveals potential diagnostic biomarkers for early-stage ovarian cancer type 1 and type 2	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive	Marcišauskas et al. (2019)	Karin Sundfeldt	2019-02-01	Biomedical, Ovarian cancer, Cyst fluid, FIGO stage I type 1 and type 2, Proteomics, Biomarker, Q Exactive, Orbitrap Fusion, 
PXD011861	Optimized fragmentation improves the identification of peptides cross-linked using MS-cleavable reagents	PRIDE	Escherichia coli, Oryctolagus cuniculus , Cicer arietinum , Candida albicans , Bos taurus , Streptococcus pyogenes serotype M2, Homo sapiens , Equus caballus 	Orbitrap Fusion Lumos; Q Exactive	Stieger, Doppler & Mechtler (2019)	Karl Mechtler	2019-02-01	Technical, Biological, XLMS, cross-linking, stepped-HCD, DSSO, cleavable cross-linking reagents, 
PXD011294	Defective AP-3-dependent VAMP8 trafficking impairs Weibel-Palade body exocytosis in Hermansky-Pudlak Syndrome type 2 blood outgrowth endothelial cells.	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Karampini et al. (2019)	M. van den Biggelaar	2019-01-31	Biological, endothelial cells, weibel-palade bodies, AP3 complex, HPS2, 
PXD006787	Proteogenomic study of Clavibacter michiganensis subsp. michiganensis strain NCPPB382	PRIDE	Clavibacter michiganensis subsp. michiganensis NCPPB 382	Orbitrap Fusion	Peritore-Galve et al. (2019)	Paul Stodghill	2019-01-31	Proteogenomics, Clavibacter michiganensis subsp. michiganensis, HPLC-MSMS, 
PXD009408	Fission yeast NDR/LATS kinase Orb6 regulates exocytosis via phosphorylation of exocyst complex	PRIDE	Schizosaccharomyces pombe 927	Orbitrap Fusion Lumos; Q Exactive	Tay et al. (2019)	Ken Sawin	2019-01-31	Biological, Fission yeast, cell polarity, Orb6, phosphoproteomics, SILAC,, 
PXD009189	A network of chaperones prevents and detects failures in membrane protein lipid bilayer integration	PRIDE	Homo sapiens 	Orbitrap Fusion	Coelho et al. (2019)	Stephan A. Sieber	2019-01-29	membrane protein, Connexin, topology, protein folding, protein degradation, protein quality control, endoplasmic reticulum, ER membrane complex, chaperone, 
PXD009004	Triflic acid-treatment enables LC-MS/MS analysis of insoluble bacterial biomass	PRIDE	Bacillus subtilis, Homo sapiens , Pseudomonas aeruginosa PAO1	LTQ; Orbitrap Fusion	Wang et al. (2018)	Dennis Wolan	2019-01-29	Technical, LC-MS/MS, bacteria, microbiome, triflic acid, 
PXD012303	SILAC analysis of long bone osteoblasts isolated from Tgif1+/+ and Tgif1-/- mice	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Dataset with its publication pending	Eric Hesse	2019-01-29	Biomedical, osteoblasts, Tgif1, SILAC, LC-MS, 
PXD007946	PIM1 kinase promotes gallbladder cancer cell proliferation via inhibition of proline-rich Akt substrate of 40 kDa (PRAS40)	PRIDE	Homo sapiens 	Orbitrap Fusion	Subbannayya et al. (2019)	Harsha Gowda	2019-01-28	Biological, Biomedical, Phosphoproteomics, Gastrointestinal cancer, PI3K/AKT/mTOR, SGI-1776, Cell survival, Targeted therapy, 
PXD010568	Bruton’s Tyrosine Kinase Degradation as a Therapeutic Strategy for Cancer	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dobrovolsky et al. (2018)	Eric S. Fischer	2019-01-25	Biomedical, BTK, IMiDs, PROTAC , ubiquitin, cullin, crl4, 
PXD011036	Data independent acquisition cross-linking/mass spectrometry	PRIDE	Oryctolagus cuniculus , Bos taurus , Gallus gallus , Homo sapiens , Equus caballus 	Orbitrap Fusion Lumos	M�ller et al. (2019)	Juri Rappsilber	2019-01-25	Technical, Quantitation, Cross-linking, Label-free, Mass spectrometry, Spectronaut, Xi, Data independent acquisition, Reproducibility, 
PXD009020	Pathogenesis of dominant-negative mutant GFI1B and associated proteomic abnormalities in megakaryocytes and platelets	PRIDE	Homo sapiens 	Orbitrap Fusion	van Oorschot et al. (2019)	Alexander Meijer	2019-01-25	Biomedical, Proteomics, LC-MS, platelet, megakaryocytes, GFI1B, LSD1, bleeding disorder, 
PXD007094	Small molecule interactome mapping by photo-affinity labeling (SIM-PAL)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Gao et al. (2018)	Christina May Woo	2019-01-25	Technical, Biomedical, binding site, NSAID, proteome, interactome, photo-crosslinking, 
PXD011691	Comparison of DIA and TMT based protein quantification in complex background	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Lukas Reiter	2019-01-25	Technical, DIA, TMT, Orbitrap Fusion Lumos, 
PXD011722	Proteomic And Phosphoproteomic Study Of Placenta And Fetal Liver In Mice With Diet-Induced Obesity	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Fornes et al. (2019)	Elisabet Stener-Victorin	2019-01-24	Biomedical, Liver, Placenta, Mouse, Obesity, Phosphoproteomics, Tandem Mass Tag, LC-MS, 
PXD011254	LOPIT-DC subcellular map of U-2 OS cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Geladaki et al. (2019)	Kathryn Lilley	2019-01-23	LOPIT-DC, hyperLOPIT, spatial proteomics, cancer subcellular map, 
PXD010221	Proteomics analysis of DUX4-expressing myoblasts	PRIDE	Homo sapiens 	Orbitrap Fusion; LTQ Orbitrap Elite	Jagannathan et al. (2019)	Sujatha Jagannathan	2019-01-21	Biomedical, Dux4, FSHD, myoblasts, SILAC, gelc-ms, 
PXD011842	Use of rare-earth elements in the phyllosphere colonizer Methylobacterium extorquens PA1	PRIDE	Methylobacterium extorquens PA1	Orbitrap Fusion	Ochsner et al. (2019)	Julia A. Vorholt	2019-01-21	Biological, Rare earth metals, Methylobacterium extorquens, Methanol, Arabidopsis, Proteomics, Ion transport, 
PXD011545	Systems-level Analysis of Oxygen Exposure in Zymomonas mobilis: Implications for Isoprenoid Production	PRIDE	Zymomonas mobilis	Orbitrap Fusion Lumos	Martien et al. (2019)	Joshua Jacques Coon	2019-01-18	Biological, Zymomonas mobilis, Isoprenoid, Biofuels, Orbitrap Fusion Lumos, 
PXD009513	Combined phosphoproteome analysis of the response to mycobacterial cord factor reveals a dichotomy of Mincle-dependent and -independent signaling in macrophages	PRIDE	Mus musculus 	Orbitrap Fusion	Hansen et al. (2019)	Prof Matthias Trost	2019-01-17	Biological, Mouse, Macrophages, Dimethyl, Phosphoprotoemic, Mycobacterium tuberculosis, 
PXD011344	The role of early chromatin changes in X chromosome inactivation	PRIDE	Mus musculus 	Orbitrap Fusion	Żylicz et al. (2019)	Damarys Loew	2019-01-17	Biological, X chromosome inactivation, mouse embryonic stem cells, epigenomics, transcriptomics, histone deacetylation, Polycomb, histone acetylation, 
PXD009975	Proximity biotinylation and LC-MSMS identification of the molecular microenvironment of coronavirus replication complexes	PRIDE	Mus musculus , Murine hepatitis virus strain A59	Orbitrap Fusion Lumos	V'kovski et al. (2019)	Volker Thiel	2019-01-16	Biological, Biomedical, L929 mouse fibroblast, mouse hepatitis virus, viral replication complex, BioID, BirA-R118G , LC-MSMS, 
PXD009301	Engineered Peptide Barcodes for Binding Protein Generation	PRIDE	synthetic construct (code 12)	Q Exactive HF; Orbitrap Fusion	Egloff et al. (2019)	Prof. Markus Seeger	2019-01-14	Technical, peptide barcode, 
PXD009305	Characterisation of the Beta-Catenin cytoplasmic/nuclear interactome in leukaemia cells	PRIDE	Homo sapiens 	Orbitrap Fusion	Morgan et al. (2019)	Rhys Gareth Morgan	2019-01-11	Biological, Wnt Signalling, B-Catenin, Myeloid, Leukaemia, Interactome, 
PXD008098	Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive HF; Q Exactive	Sathe et al. (2018)	Akhilesh Pandey	2019-01-10	Biomedical, Human, Alzheimer's disease, Cerebrospinal fluid, Biomarker, 
PXD011896	Small cell lung cancer cell line panel whole proteome analysis	PRIDE	Homo sapiens 	Orbitrap Fusion	Mahoney et al. (2019)	Sebastian Hayes	2019-01-09	Biomedical, Small Cell Lung Cancer, LC-MSMS, tanden mass tags, 
PXD008517	Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station	PRIDE	Aspergillus fumigatus Af293	Orbitrap Fusion	Blachowicz et al. (2019)	Markus Kalkum	2019-01-09	Biological, Proteomic, Aspergillus fumigatus, International Space Station, 
PXD006546	Disassembly of Functional Membrane Microdomains Relapses Antibiotic Resistance in Staphylococcus aureus	PRIDE	Staphylococcus aureus	Orbitrap Fusion	Garc�a-Fern�ndez et al. (2017)	Andreas Schlosser	2019-01-08	Staphylococcus aureus, membrane platforms, DRM, DSM, LC-MS/MS, 
PXD009260	Cross-linking of the microtubule binding N-terminal domain of the companion of cellulose synthase 1 protein (CC1∆C223) from Arabidopsis thaliana with tubulin	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion Lumos	Kesten et al. (2019)	Staffan Persson	2019-01-08	Biological, CX-MS, Microtubule, Tubulin, Arabidopsis thaliana, Cross-linking, 
PXD007948	Calnexin depletion by ER-stress during cholestasis inhibits the Na+-taurocholate Cotransporting Polypeptide (NTCP)	PRIDE	Homo sapiens 	Orbitrap Fusion	Robin et al. (2018)	Stan F.J van de Graaf	2019-01-07	Biological, calnexin/ cholestasis/ER-stress/ NTCP/Calreticulin/xbp1/perk/lectin chaperones, 
PXD010846	A dynamic view of the proteomic landscape during differentiation of ReNcell VM cells, an immortalized human neural progenitor line	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Song et al. (2019)	Peter Sorger	2019-01-07	Biological, Biomedical, Neuron, Differentiation, LC-MS/MS, TMT, Phosphoproteomics, Orbitrap Fusion Lumos, 
PXD010850	Translocase of the Outer Membrane (TOM complex) of hydrogenosomes in Trichomonas vaginalis	PRIDE	Trichomonas vaginalis G3	Orbitrap Fusion	Makki et al. (2019)	Jan Tachezy	2019-01-07	Mitochondria (HPP), Biological, TOM complex, Protein import/translocation, Hydrogenosomes, Mitochondria, Trichomonas vaginalis, 
PXD010808	B cell Lymphomas present Immunoglobulin Neoantigens	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Elite	Khodadoust et al. (2018)	Joshua E Elias	2019-01-07	Biological, MHC, neoantigens, lymphoma, Orbitrap, 
PXD011478	High-throughput identification of FLT3 wild-type and mutant kinase substrate preferences and application to design of sensitive in vitro kinase assay substrates	PRIDE	Homo sapiens 	Orbitrap Fusion	Perez et al. (2018)	Laurie L. Parker	2019-01-07	Acute myeloid Leukemia, FLT3, Mass spectrometry, phosphoproteomics, kinase assay linked with phosphoproteomics, 
PXD009072	Changes in the human platelet protein ubiquitylation landscape following GPVI activation	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Velos	Unsworth et al. (2019)	Benedikt M Kessler	2019-01-07	Biological, Platelet activation, ubiquitin, ubiquitome, mass spectrometry, proteomics, Syk, 
PXD011307	Glycoproteomic analysis of MGL binding protein on acute T cell leukemia cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Pirro et al. (2018)	Paul Hensbergen	2019-01-02	Biological, Biomedical, Glycoproteomics, lectin, Tn-antigen, leukemia, O-glycosylation, 
PXD011794	MS-rescue: A Computational Pipeline to Increase the Quality and Yield of Immunopeptidomics Experiments, part 2	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Andreatta et al. (2018)	Nicola Ternette	2019-01-02	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, Biomedical, MHC, immunopeptidomics, TC-1, 
PXD011723	MS-rescue: A Computational Pipeline to Increase the Quality and Yield of Immunopeptidomics Experiments	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Andreatta et al. (2018)	Nicola Ternette	2019-01-02	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, Biomedical, Immunopeptidome, HLA, LC-MS/MS, NetMHCpan, Binding Prediction, 
PXD011145	Robust, reproducible, and economical phosphopeptide enrichment using calcium titanate.	PRIDE	Homo sapiens 	Orbitrap Fusion	Ahmed et al. (2018)	Noah Dephoure	2019-01-02	Technical, phosphoproteomics, phosphopeptide, enrichment,, 
PXD011077	Cross-ID: An Interactive Platform for in-depth Analysis and Visualization of Complex XL-MS Driven Protein Interaction Networks	PRIDE	Bos taurus 	Orbitrap Fusion	de Graaf et al. (2018)	Prof. dr. Albert J. R. Heck	2019-01-02	Technical, Biological, XL-MS, Visualization, TMT, Proteome Discoverer, 
PXD008111	Zc3h13/Flacc is required for adenosine methylation by bridging the mRNA binding factor Rbm15/Spenito to other components of the m6A machinery	PRIDE	Mus musculus , Drosophila melanogaster (Fruit fly)	Orbitrap Fusion; Q Exactive Plus	Knuckles et al. (2018)	Marc B�hler	2018-12-20	Biological, Zc3h13, Flacc, m6A, methyltransferase complex, RNA modifications, sex determination, 
PXD008106	5HT	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Farrelly et al. (2019)	Ian Maze	2018-12-19	Biological, posttranslational modification, PTM, serotonylation., 
PXD011002	Absolute Quantification of Grapevine Red Blotch Virus in Grapevine Leaf and Petiole Tissues by Proteomics	PRIDE	Vitis vinifera 	Orbitrap Fusion Lumos	Buchs et al. (2018)	Manfred Heller	2018-12-19	Biological, grapevine, Grapevine red blotch virus, Proteomics, shotgun LC-MS/MS, parallel reaction monitoring, absolute quantification, 
PXD008845	Metaproteomics of the Resistant Starch-fed Chronic Kidney Disease Rats	PRIDE	Rattus norvegicus 	Orbitrap Fusion	Zybailov et al. (2019)	Boris Zybaylov	2018-12-18	Metaproteomics, Rat, gut microbiome, metaproteomics, chronic kidney disease, resistant starch, 
PXD010333	Analysis of intact mannose-6-phosphate glycopeptides	PRIDE	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus), Homo sapiens 	Orbitrap Fusion Lumos	Caval et al. (2018)	Albert J R Heck	2018-12-18	Biological, CHO, Hela, IMAC, M6P, glycopeptide, 
PXD010293	Seminal fluid and sperm proteomics of Aedes aegypti	PRIDE	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	Orbitrap Fusion	Degner et al. (2018)	Laura C. Harrington	2018-12-17	Biological, Aedes aegypti, semen, sperm, N15 labeled, mosquito, ejaculate, 
PXD008016	AD Study	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Dr Ian Pike	2018-12-17	Biomedical, AD, 
PXD009668	Orthogonal Organic Phase Separation protocol (2018)	PRIDE	Escherichia coli, Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Queiroz et al. (2019)	Prof. Kathryn Lilley	2018-12-17	OOPS, RNA-binding, Human, E.coli, proteome, RBPome, 
PXD011522	Galectin-8 facilitates B cell responses to surface-tethered antigens by promoting antigen extraction at the B cell synapse	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Dataset with its publication pending	Dr Mar�a Isabel Yuseff	2018-12-14	Biological, B-lymphocytes, Immune synapse, Galectin-8, Antigen extraction, processing and presentation, Polarity, Mouse immunization, 
PXD009997	Characterization of AAEL012437 (Veneno)-interacting proteins.	PRIDE	Aedes aegypti aegypti	Orbitrap Fusion ETD; Q Exactive	Dataset with its publication pending	Ronald van Rij	2018-12-12	Biological, Aedes aegypti, piRNA pathway, TUDOR protein, Sindbis virus, PIWI protein, Veneno, AAEL012437, 
PXD010294	Proteomic landscape of cholangiocarcinomas reveals 3 different subgroups according to their localization and the underlying non-tumor liver	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Faouder et al. (2018)	Val�rie Paradis	2018-12-11	Biological, cholangiocarcinoma, quantitative proteomics, 
PXD009891	Profiling the proteomic inflammatory state of human astrocytes using DIA mass spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dozio & Sanchez (2018)	Jean-Charles Sanchez	2018-12-10	Technical, DIA MS human astrocytes inflammation, 
PXD011466	Mass-spectrometry-based analysis of the secretome of M. tuberculosis mutants	PRIDE	Mycobacterium tuberculosis H37Rv	Orbitrap Fusion Lumos	Sala et al. (2018)	Stewart Thomas Cole	2018-12-10	Biomedical, Mycobacterium tuberculosis, ESX-1, 
PXD010929	espL deletion mutant of Mycobacterium tuberculosis	PRIDE	Mycobacterium tuberculosis H37Rv	Orbitrap Fusion Lumos	Sala et al. (2018)	Stewart Thomas Cole	2018-12-10	Biomedical, Mycobacterium, tuberculosis, espL, virulence, 
PXD009476	Site-specific Extraction of O-linked glycopeptides (EXoO) Maps Landscape of In Vivo O-linked Glycoproteome	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Yang et al. (2020); Yang et al. (2018)	Hui Zhang	2018-12-05	Technical, Site-specific, in vivo, O-linked, glycosylation, EXoO, 
PXD011242	Quantitative Proteomics analysis of LX-2 Responses to Irradiation and TGF-β1 Description	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Yuan et al. (2018)	Zhaochong Zeng	2018-12-04	iTRAQ, Hepatic stellate cell, Irradiation, 
PXD011312	Mapping the proteome of the synaptic cleft through peroxidase-based reporter protein SynCAM1-HRP	PRIDE	Rattus norvegicus 	Orbitrap Fusion ETD	Cijsouw et al. (2018)	TuKiet Lam	2018-12-04	Biological, SynCAM1, proximity labeling, synaptic cleft, synapse composition, synaptomics, LC MS/MS, Proteomics, 
